"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.18.44","23.215.35.25","UDP","981","54955  >  443 Len=939"
"2","0.014605","Ubiquiti_23:54:f3","Broadcast","ARP","42","Who has 192.168.18.222? Tell 192.168.18.4"
"3","0.052412","23.215.35.25","192.168.18.44","UDP","71","443  >  54955 Len=29"
"4","0.085613","192.168.18.44","23.215.35.25","UDP","75","54955  >  443 Len=33"
"5","0.097322","192.168.18.44","192.168.18.1","DNS","77","Standard query 0x357d A www.wireshark.org"
"6","0.098544","192.168.18.44","192.168.18.1","DNS","81","Standard query 0x1a80 HTTPS config.edge.skype.com"
"7","0.098879","192.168.18.44","192.168.18.1","DNS","81","Standard query 0x8456 A config.edge.skype.com"
"8","0.101281","192.168.18.1","192.168.18.44","DNS","125","Standard query response 0x357d A www.wireshark.org A 104.26.11.240 A 172.67.75.39 A 104.26.10.240"
"9","0.105785","192.168.18.1","192.168.18.44","DNS","313","Standard query response 0x1a80 HTTPS config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME ln-0007.config.skype.com CNAME config-edge-skype.ln-0007.ln-msedge.net CNAME ln-0007.ln-msedge.net SOA ns1.ln-msedge.net"
"10","0.106016","192.168.18.44","192.168.18.1","DNS","77","Standard query 0x26db HTTPS www.wireshark.org"
"11","0.106331","192.168.18.44","192.168.18.1","DNS","77","Standard query 0xdd23 A www.wireshark.org"
"12","0.107468","192.168.18.1","192.168.18.44","DNS","256","Standard query response 0x8456 A config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME ln-0007.config.skype.com CNAME config-edge-skype.ln-0007.ln-msedge.net CNAME ln-0007.ln-msedge.net A 150.171.22.17"
"13","0.110240","192.168.18.44","150.171.22.17","TCP","66","18283  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"14","0.116587","192.168.18.1","192.168.18.44","DNS","125","Standard query response 0xdd23 A www.wireshark.org A 104.26.10.240 A 104.26.11.240 A 172.67.75.39"
"15","0.116587","23.215.35.25","192.168.18.44","UDP","64","443  >  54955 Len=22"
"16","0.119059","192.168.18.44","23.215.35.25","UDP","76","54955  >  443 Len=34"
"17","0.124476","192.168.18.44","104.26.10.240","TCP","66","62659  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"18","0.137680","192.168.18.1","192.168.18.44","DNS","170","Standard query response 0x26db HTTPS www.wireshark.org HTTPS"
"19","0.149039","23.215.35.25","192.168.18.44","UDP","126","443  >  54955 Len=84"
"20","0.149039","23.215.35.25","192.168.18.44","UDP","63","443  >  54955 Len=21"
"21","0.149039","150.171.22.17","192.168.18.44","TCP","66","443  >  18283 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM"
"22","0.149248","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"23","0.150300","192.168.18.44","150.171.22.17","TCP","1466","18283  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 24]"
"24","0.150300","192.168.18.44","150.171.22.17","TLSv1.2","469","Client Hello (SNI=config.edge.skype.com)"
"25","0.150349","192.168.18.44","23.215.35.25","UDP","80","54955  >  443 Len=38"
"26","0.150513","192.168.18.44","23.215.35.25","UDP","76","54955  >  443 Len=34"
"27","0.152181","104.26.10.240","192.168.18.44","TCP","66","443  >  62659 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"28","0.152324","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"29","0.152948","192.168.18.44","104.26.10.240","TCP","1454","62659  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 30]"
"30","0.152948","192.168.18.44","104.26.10.240","TLSv1.2","445","Client Hello (SNI=www.wireshark.org)"
"31","0.186440","104.26.10.240","192.168.18.44","TCP","66","[TCP Dup ACK 27#1] 443  >  62659 [ACK] Seq=1 Ack=1 Win=131072 Len=0 SLE=1401 SRE=1792"
"32","0.186440","104.26.10.240","192.168.18.44","TCP","60","443  >  62659 [ACK] Seq=1 Ack=1792 Win=139264 Len=0"
"33","0.186440","104.26.10.240","192.168.18.44","TLSv1.2","690","[TCP Previous segment not captured] , Ignored Unknown Record"
"34","0.186440","104.26.10.240","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  62659 [ACK] Seq=1413 Ack=1792 Win=139264 Len=1412"
"35","0.186440","104.26.10.240","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  62659 [ACK] Seq=1 Ack=1792 Win=139264 Len=1412"
"36","0.186552","192.168.18.44","104.26.10.240","TCP","66","[TCP Dup ACK 28#1] 62659  >  443 [ACK] Seq=1792 Ack=1 Win=65280 Len=0 SLE=2825 SRE=3461"
"37","0.186593","192.168.18.44","104.26.10.240","TCP","66","[TCP Dup ACK 28#2] 62659  >  443 [ACK] Seq=1792 Ack=1 Win=65280 Len=0 SLE=1413 SRE=3461"
"38","0.186915","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=1792 Ack=3461 Win=65280 Len=0"
"39","0.190538","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=1 Ack=1828 Win=12583680 Len=0"
"40","0.190538","150.171.22.17","192.168.18.44","TCP","1466","443  >  18283 [ACK] Seq=1 Ack=1828 Win=12583680 Len=1412 [TCP PDU reassembled in 45]"
"41","0.190538","150.171.22.17","192.168.18.44","TCP","1130","[TCP Previous segment not captured] 443  >  18283 [PSH, ACK] Seq=7061 Ack=1828 Win=12583680 Len=1076 [TCP PDU reassembled in 45]"
"42","0.190538","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  18283 [ACK] Seq=2825 Ack=1828 Win=12583680 Len=1412 [TCP PDU reassembled in 45]"
"43","0.190538","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  18283 [ACK] Seq=1413 Ack=1828 Win=12583680 Len=1412 [TCP PDU reassembled in 45]"
"44","0.190538","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  18283 [ACK] Seq=4237 Ack=1828 Win=12583680 Len=1412 [TCP PDU reassembled in 45]"
"45","0.190538","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  18283 [ACK] Seq=5649 Ack=1828 Win=12583680 Len=1412"
"46","0.190538","23.215.35.25","192.168.18.44","UDP","67","443  >  54955 Len=25"
"47","0.190666","192.168.18.44","150.171.22.17","TCP","66","18283  >  443 [ACK] Seq=1828 Ack=1413 Win=65280 Len=0 SLE=7061 SRE=8137"
"48","0.190715","192.168.18.44","150.171.22.17","TCP","74","[TCP Dup ACK 47#1] 18283  >  443 [ACK] Seq=1828 Ack=1413 Win=65280 Len=0 SLE=2825 SRE=4237 SLE=7061 SRE=8137"
"49","0.190741","192.168.18.44","150.171.22.17","TCP","66","18283  >  443 [ACK] Seq=1828 Ack=4237 Win=65280 Len=0 SLE=7061 SRE=8137"
"50","0.190762","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=1828 Ack=8137 Win=65280 Len=0"
"51","0.193160","192.168.18.44","104.26.10.240","TLSv1.2","118","Change Cipher Spec, Application Data"
"52","0.194372","192.168.18.44","104.26.10.240","TLSv1.2","146","Application Data"
"53","0.194539","192.168.18.44","104.26.10.240","TLSv1.2","643","Application Data"
"54","0.196791","192.168.18.44","150.171.22.17","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"55","0.197091","192.168.18.44","150.171.22.17","TLSv1.2","153","Application Data"
"56","0.197366","192.168.18.44","150.171.22.17","TLSv1.2","525","Application Data"
"57","0.210117","192.168.18.44","40.126.35.64","TLSv1.2","346","Application Data"
"58","0.210589","192.168.18.44","40.126.35.64","TCP","1466","52625  >  443 [ACK] Seq=293 Ack=1 Win=255 Len=1412 [TCP PDU reassembled in 61]"
"59","0.210589","192.168.18.44","40.126.35.64","TCP","1466","52625  >  443 [ACK] Seq=1705 Ack=1 Win=255 Len=1412 [TCP PDU reassembled in 61]"
"60","0.210589","192.168.18.44","40.126.35.64","TCP","1466","52625  >  443 [ACK] Seq=3117 Ack=1 Win=255 Len=1412 [TCP PDU reassembled in 61]"
"61","0.210589","192.168.18.44","40.126.35.64","TLSv1.2","589","Application Data"
"62","0.227702","104.26.10.240","192.168.18.44","TLSv1.2","582","Application Data, Application Data"
"63","0.227702","104.26.10.240","192.168.18.44","TLSv1.2","85","Application Data"
"64","0.227783","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=2537 Ack=4020 Win=64768 Len=0"
"65","0.228076","192.168.18.44","104.26.10.240","TLSv1.2","85","Application Data"
"66","0.235658","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=8137 Ack=1986 Win=12583424 Len=0"
"67","0.235658","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=8137 Ack=2085 Win=12583424 Len=0"
"68","0.235658","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=8137 Ack=2556 Win=12582912 Len=0"
"69","0.235658","150.171.22.17","192.168.18.44","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"70","0.235658","150.171.22.17","192.168.18.44","TLSv1.2","123","Application Data"
"71","0.235751","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=2556 Ack=8548 Win=65024 Len=0"
"72","0.236269","192.168.18.44","150.171.22.17","TLSv1.2","92","Application Data"
"73","0.247726","104.26.10.240","192.168.18.44","TLSv1.2","1423","Application Data"
"74","0.247726","104.26.10.240","192.168.18.44","TLSv1.2","1445","Application Data"
"75","0.247726","104.26.10.240","192.168.18.44","TLSv1.2","375","Application Data"
"76","0.247726","104.26.10.240","192.168.18.44","TLSv1.2","85","Application Data"
"77","0.247726","40.126.35.64","192.168.18.44","TCP","60","443  >  52625 [ACK] Seq=1 Ack=1705 Win=49155 Len=0"
"78","0.247726","40.126.35.64","192.168.18.44","TCP","60","443  >  52625 [ACK] Seq=1 Ack=4529 Win=49155 Len=0"
"79","0.247828","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=2568 Ack=7132 Win=65280 Len=0"
"80","0.272397","150.171.22.17","192.168.18.44","TLSv1.2","92","Application Data"
"81","0.272397","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=8586 Ack=2594 Win=12582912 Len=0"
"82","0.285010","192.168.18.44","104.26.10.240","QUIC","1292","Initial, DCID=f1fcc8eb977d00af, PKN: 1, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PADDING"
"83","0.285121","192.168.18.44","104.26.10.240","QUIC","1292","Initial, DCID=f1fcc8eb977d00af, PKN: 2, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PING, PADDING"
"84","0.285417","192.168.18.44","104.26.10.240","TLSv1.2","214","Application Data"
"85","0.285463","40.126.35.64","192.168.18.44","TCP","60","443  >  52625 [ACK] Seq=1 Ack=5064 Win=49153 Len=0"
"86","0.297367","104.26.10.240","192.168.18.44","TCP","60","443  >  62659 [ACK] Seq=7132 Ack=2568 Win=139264 Len=0"
"87","0.309060","Ubiquiti_23:37:8b","Broadcast","ARP","60","Who has 192.168.18.222? Tell 192.168.18.2"
"88","0.312600","104.26.10.240","192.168.18.44","TCP","60","443  >  62659 [ACK] Seq=7132 Ack=2728 Win=147456 Len=0"
"89","0.313983","104.26.10.240","192.168.18.44","QUIC","1242","Initial, SCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc, PKN: 0, ACK"
"90","0.319088","104.26.10.240","192.168.18.44","QUIC","1242","Initial, SCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc, PKN: 1, CRYPTO"
"91","0.319088","104.26.10.240","192.168.18.44","QUIC","1242","Initial, SCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc, PKN: 2, CRYPTO"
"92","0.319317","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=2594 Ack=8586 Win=65024 Len=0"
"93","0.319749","192.168.18.44","104.26.10.240","QUIC","1292","Initial, DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc, PKN: 3, ACK, PADDING"
"94","0.320489","104.26.10.240","192.168.18.44","QUIC","1242","Handshake, SCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"95","0.320489","104.26.10.240","192.168.18.44","QUIC","1053","Handshake, SCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"96","0.320986","192.168.18.44","104.26.10.240","QUIC","93","Handshake, DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"97","0.323784","192.168.18.44","104.26.10.240","QUIC","127","Handshake, DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"98","0.324018","192.168.18.44","104.26.10.240","QUIC","123","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"99","0.326356","104.26.10.240","192.168.18.44","TLSv1.2","400","Application Data"
"100","0.326356","104.26.10.240","192.168.18.44","TLSv1.2","1424","Application Data"
"101","0.326356","104.26.10.240","192.168.18.44","TLSv1.2","85","Application Data"
"102","0.326432","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=2728 Ack=8879 Win=65280 Len=0"
"103","0.350750","104.26.10.240","192.168.18.44","QUIC","89","Protected Payload (KP0)"
"104","0.350750","104.26.10.240","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"105","0.350750","104.26.10.240","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"106","0.350750","104.26.10.240","192.168.18.44","QUIC","554","Protected Payload (KP0)"
"107","0.351176","192.168.18.44","104.26.10.240","QUIC","85","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"108","0.351345","192.168.18.44","104.26.10.240","QUIC","85","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"109","0.364274","192.168.18.44","104.26.10.240","QUIC","644","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"110","0.380831","104.26.10.240","192.168.18.44","QUIC","91","Protected Payload (KP0)"
"111","0.381181","192.168.18.44","104.26.10.240","QUIC","89","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"112","0.391757","104.26.10.240","192.168.18.44","QUIC","65","Protected Payload (KP0)"
"113","0.400377","150.171.22.17","192.168.18.44","TLSv1.2","1167","Application Data"
"114","0.400377","150.171.22.17","192.168.18.44","TLSv1.2","1014","Application Data"
"115","0.400377","150.171.22.17","192.168.18.44","TLSv1.2","92","Application Data"
"116","0.400474","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=2594 Ack=10697 Win=65280 Len=0"
"117","0.402385","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [FIN, ACK] Seq=2594 Ack=10697 Win=65280 Len=0"
"118","0.402689","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [FIN, ACK] Seq=2728 Ack=8879 Win=65280 Len=0"
"119","0.409417","104.26.10.240","192.168.18.44","QUIC","70","Protected Payload (KP0)"
"120","0.410869","104.26.10.240","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"121","0.410869","104.26.10.240","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"122","0.411129","192.168.18.44","104.26.10.240","QUIC","87","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"123","0.411518","192.168.18.44","104.26.10.240","QUIC","85","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"124","0.413352","104.26.10.240","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"125","0.416094","104.26.10.240","192.168.18.44","QUIC","1067","Protected Payload (KP0)"
"126","0.416366","192.168.18.44","104.26.10.240","QUIC","85","Protected Payload (KP0), DCID=01a3ea2d5694ce95f0a02e2d4a96ab95f0c314dc"
"127","0.432377","104.26.10.240","192.168.18.44","TCP","60","443  >  62659 [FIN, ACK] Seq=8879 Ack=2729 Win=147456 Len=0"
"128","0.432462","192.168.18.44","104.26.10.240","TCP","54","62659  >  443 [ACK] Seq=2729 Ack=8880 Win=65280 Len=0"
"129","0.439295","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [ACK] Seq=10697 Ack=2595 Win=12582912 Len=0"
"130","0.439295","150.171.22.17","192.168.18.44","TCP","60","443  >  18283 [FIN, ACK] Seq=10697 Ack=2595 Win=12582912 Len=0"
"131","0.439378","192.168.18.44","150.171.22.17","TCP","54","18283  >  443 [ACK] Seq=2595 Ack=10698 Win=65280 Len=0"
"132","0.440382","40.126.35.64","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"133","0.440382","40.126.35.64","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  52625 [ACK] Seq=2825 Ack=5064 Win=49153 Len=1412"
"134","0.440382","40.126.35.64","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  52625 [ACK] Seq=1413 Ack=5064 Win=49153 Len=1412"
"135","0.440382","40.126.35.64","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  52625 [ACK] Seq=1 Ack=5064 Win=49153 Len=1412"
"136","0.440465","192.168.18.44","40.126.35.64","TCP","66","[TCP Dup ACK 57#1] 52625  >  443 [ACK] Seq=5064 Ack=1 Win=255 Len=0 SLE=5649 SRE=7061"
"137","0.440502","192.168.18.44","40.126.35.64","TCP","74","[TCP Dup ACK 57#2] 52625  >  443 [ACK] Seq=5064 Ack=1 Win=255 Len=0 SLE=2825 SRE=4237 SLE=5649 SRE=7061"
"138","0.440515","192.168.18.44","40.126.35.64","TCP","74","[TCP Dup ACK 57#3] 52625  >  443 [ACK] Seq=5064 Ack=1 Win=255 Len=0 SLE=1413 SRE=4237 SLE=5649 SRE=7061"
"139","0.440536","192.168.18.44","40.126.35.64","TCP","66","52625  >  443 [ACK] Seq=5064 Ack=4237 Win=255 Len=0 SLE=5649 SRE=7061"
"140","0.440583","40.126.35.64","192.168.18.44","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"141","0.440583","40.126.35.64","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  52625 [ACK] Seq=7061 Ack=5064 Win=49153 Len=1412"
"142","0.440583","40.126.35.64","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  52625 [ACK] Seq=4237 Ack=5064 Win=49153 Len=1412"
"143","0.440583","40.126.35.64","192.168.18.44","TLSv1.2","1354","Ignored Unknown Record"
"144","0.440606","192.168.18.44","40.126.35.64","TCP","74","[TCP Dup ACK 139#1] 52625  >  443 [ACK] Seq=5064 Ack=4237 Win=255 Len=0 SLE=8473 SRE=9885 SLE=5649 SRE=7061"
"145","0.440618","192.168.18.44","40.126.35.64","TCP","66","[TCP Dup ACK 139#2] 52625  >  443 [ACK] Seq=5064 Ack=4237 Win=255 Len=0 SLE=5649 SRE=9885"
"146","0.440632","192.168.18.44","40.126.35.64","TCP","54","52625  >  443 [ACK] Seq=5064 Ack=9885 Win=255 Len=0"
"147","0.487569","192.168.18.44","40.126.35.64","TCP","54","52625  >  443 [ACK] Seq=5064 Ack=11185 Win=250 Len=0"
"148","0.562096","192.168.18.44","192.168.18.1","DNS","94","Standard query 0x8a90 HTTPS nav-edge.smartscreen.microsoft.com"
"149","0.562388","192.168.18.44","192.168.18.1","DNS","94","Standard query 0xea53 A nav-edge.smartscreen.microsoft.com"
"150","0.568530","192.168.18.1","192.168.18.44","DNS","221","Standard query response 0xea53 A nav-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-sa-6.southeastasia.cloudapp.azure.com A 57.155.48.216"
"151","0.583452","192.168.18.44","57.155.48.216","TCP","66","3198  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"152","0.596344","192.168.18.1","192.168.18.44","DNS","281","Standard query response 0x8a90 HTTPS nav-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-sa-6.southeastasia.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"153","0.615871","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.52? Tell 192.168.18.1"
"154","0.618031","192.168.18.4","255.255.255.255","UDP","272","39375  >  10001 Len=230"
"155","0.618084","fe80::f6e2:c6ff:fe23:54f3","ff02::1","UDP","292","46536  >  10001 Len=230"
"156","0.620687","57.155.48.216","192.168.18.44","TCP","66","443  >  3198 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM WS=1024"
"157","0.620780","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"158","0.621558","192.168.18.44","57.155.48.216","TCP","1466","3198  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 159]"
"159","0.621558","192.168.18.44","57.155.48.216","TLSv1.2","418","Client Hello (SNI=nav-edge.smartscreen.microsoft.com)"
"160","0.658712","57.155.48.216","192.168.18.44","TCP","60","443  >  3198 [ACK] Seq=1 Ack=1777 Win=62464 Len=0"
"161","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","1326","[TCP Previous segment not captured] , Ignored Unknown Record"
"162","0.658712","57.155.48.216","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  3198 [PSH, ACK] Seq=1413 Ack=1777 Win=62464 Len=1412"
"163","0.658712","57.155.48.216","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  3198 [ACK] Seq=1 Ack=1777 Win=62464 Len=1412"
"164","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"165","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"166","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"167","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","1466","Ignored Unknown Record"
"168","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","319","Ignored Unknown Record"
"169","0.658712","57.155.48.216","192.168.18.44","TLSv1.2","414","Application Data, Application Data"
"170","0.658823","192.168.18.44","57.155.48.216","TCP","66","[TCP Dup ACK 157#1] 3198  >  443 [ACK] Seq=1777 Ack=1 Win=65280 Len=0 SLE=2825 SRE=4097"
"171","0.658866","192.168.18.44","57.155.48.216","TCP","66","[TCP Dup ACK 157#2] 3198  >  443 [ACK] Seq=1777 Ack=1 Win=65280 Len=0 SLE=1413 SRE=4097"
"172","0.658908","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=1777 Ack=4097 Win=65280 Len=0"
"173","0.658945","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=1777 Ack=10370 Win=65280 Len=0"
"174","0.662218","192.168.18.44","57.155.48.216","TLSv1.2","134","Change Cipher Spec, Application Data"
"175","0.662640","192.168.18.44","57.155.48.216","TLSv1.2","146","Application Data"
"176","0.662975","192.168.18.44","57.155.48.216","TLSv1.2","482","Application Data"
"177","0.663069","192.168.18.44","57.155.48.216","TCP","1466","3198  >  443 [ACK] Seq=2377 Ack=10370 Win=65280 Len=1412 [TCP PDU reassembled in 178]"
"178","0.663069","192.168.18.44","57.155.48.216","TLSv1.2","643","Application Data"
"179","0.700525","57.155.48.216","192.168.18.44","TLSv1.2","357","Application Data"
"180","0.700525","57.155.48.216","192.168.18.44","TLSv1.2","419","Application Data, Application Data"
"181","0.700525","57.155.48.216","192.168.18.44","TLSv1.2","85","Application Data"
"182","0.700525","57.155.48.216","192.168.18.44","TLSv1.2","89","Application Data"
"183","0.700624","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=4378 Ack=11104 Win=64768 Len=0"
"184","0.700908","192.168.18.44","57.155.48.216","TLSv1.2","85","Application Data"
"185","0.705651","57.155.48.216","192.168.18.44","TLSv1.2","1141","Application Data"
"186","0.705706","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=4409 Ack=12191 Win=65280 Len=0"
"187","0.786532","57.155.48.216","192.168.18.44","TCP","60","443  >  3198 [ACK] Seq=12191 Ack=4409 Win=61440 Len=0"
"188","0.901752","192.168.18.44","57.144.100.145","TLSv1.2","83","Application Data"
"189","0.927087","57.144.100.145","192.168.18.44","TCP","60","443  >  10769 [ACK] Seq=1 Ack=30 Win=585 Len=0"
"190","1.250477","192.168.18.2","255.255.255.255","UDP","273","49316  >  10001 Len=231"
"191","1.250586","fe80::f6e2:c6ff:fe23:378b","ff02::1","UDP","293","38382  >  10001 Len=231"
"192","1.250614","192.168.18.45","224.0.0.251","MDNS","102","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"193","1.251197","fe80::4fc:202e:4d5b:c117","ff02::fb","MDNS","122","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"194","1.251774","57.144.100.145","192.168.18.44","TLSv1.2","79","Application Data"
"195","1.296346","192.168.18.44","57.144.100.145","TCP","54","10769  >  443 [ACK] Seq=30 Ack=26 Win=250 Len=0"
"196","1.410167","192.168.18.44","150.171.22.17","TCP","66","6632  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"197","1.448097","150.171.22.17","192.168.18.44","TCP","66","443  >  6632 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM"
"198","1.448251","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"199","1.448824","192.168.18.44","150.171.22.17","TCP","1466","6632  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 200]"
"200","1.448824","192.168.18.44","150.171.22.17","TLSv1.2","745","Client Hello (SNI=config.edge.skype.com)"
"201","1.485062","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=1 Ack=1413 Win=12583680 Len=0"
"202","1.485062","150.171.22.17","192.168.18.44","TCP","1466","443  >  6632 [ACK] Seq=1 Ack=2104 Win=12582912 Len=1412 [TCP PDU reassembled in 208]"
"203","1.485062","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=1 Ack=2104 Win=12582912 Len=0"
"204","1.485062","150.171.22.17","192.168.18.44","TCP","1130","[TCP Previous segment not captured] 443  >  6632 [PSH, ACK] Seq=7061 Ack=2104 Win=12582912 Len=1076 [TCP PDU reassembled in 208]"
"205","1.485062","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  6632 [ACK] Seq=5649 Ack=2104 Win=12582912 Len=1412 [TCP PDU reassembled in 208]"
"206","1.485062","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  6632 [ACK] Seq=4237 Ack=2104 Win=12582912 Len=1412 [TCP PDU reassembled in 208]"
