"No.","Time","Source","Destination","Protocol","Length","Info"
"42540","75.182216","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42541","75.182307","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42542","75.182576","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42543","75.183585","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42544","75.183651","172.67.189.191","192.168.18.44","QUIC","1234","Protected Payload (KP0)"
"42545","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42546","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42547","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42548","75.183651","172.67.189.191","192.168.18.44","QUIC","883","Protected Payload (KP0)"
"42549","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42550","75.183673","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42551","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42552","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42553","75.183651","172.67.189.191","192.168.18.44","QUIC","675","Protected Payload (KP0)"
"42554","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42555","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42556","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42557","75.183651","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42558","75.183651","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42559","75.183723","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42560","75.183761","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42561","75.183791","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42562","75.183835","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42563","75.183870","192.168.18.44","172.67.189.191","QUIC","92","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42564","75.183903","192.168.18.44","172.67.189.191","QUIC","92","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42565","75.184037","192.168.18.44","172.67.189.191","QUIC","95","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42566","75.184091","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42567","75.184128","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42568","75.184163","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42569","75.184258","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42570","75.184300","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42571","75.184458","192.168.18.44","172.67.189.191","QUIC","1227","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42572","75.184944","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42573","75.185018","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42574","75.185126","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42575","75.185407","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42576","75.185482","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42577","75.185529","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42578","75.185571","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42579","75.185654","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42580","75.185681","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42581","75.185711","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42582","75.185746","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42583","75.189437","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42584","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42585","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42586","75.189437","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42587","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42588","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42589","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42590","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42591","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42592","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42593","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42594","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42595","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42596","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42597","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42598","75.189437","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42599","75.189437","172.67.189.191","192.168.18.44","QUIC","1097","Protected Payload (KP0)"
"42600","75.190348","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42601","75.190445","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42602","75.190528","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42603","75.190572","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42604","75.190609","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42605","75.190644","192.168.18.44","172.67.189.191","QUIC","93","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42606","75.190679","192.168.18.44","172.67.189.191","QUIC","92","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42607","75.190716","192.168.18.44","172.67.189.191","QUIC","92","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42608","75.190753","192.168.18.44","172.67.189.191","QUIC","97","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42609","75.190976","192.168.18.44","172.67.189.191","QUIC","94","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42610","75.191142","192.168.18.44","172.67.189.191","QUIC","93","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42611","75.191206","192.168.18.44","172.67.189.191","QUIC","93","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42612","75.191246","192.168.18.44","172.67.189.191","QUIC","93","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42613","75.191284","192.168.18.44","172.67.189.191","QUIC","95","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42614","75.191380","192.168.18.44","172.67.189.191","QUIC","93","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42615","75.191514","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42616","75.192426","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42617","75.196492","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42618","75.196492","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42619","75.196492","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42620","75.196492","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42621","75.200998","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42622","75.200998","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42623","75.201578","192.168.18.44","172.67.189.191","QUIC","91","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42624","75.203494","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42625","75.204878","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42626","75.206491","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42627","75.206491","172.67.189.191","192.168.18.44","QUIC","68","Protected Payload (KP0)"
"42628","75.206904","172.67.189.191","192.168.18.44","QUIC","958","Protected Payload (KP0)"
"42629","75.208159","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42630","75.208308","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42631","75.210275","172.67.189.191","192.168.18.44","QUIC","88","Protected Payload (KP0)"
"42632","75.210275","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42633","75.212083","172.67.189.191","192.168.18.44","QUIC","76","Protected Payload (KP0)"
"42634","75.212083","172.67.189.191","192.168.18.44","QUIC","68","Protected Payload (KP0)"
"42635","75.212323","192.168.18.44","172.67.189.191","QUIC","1236","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42636","75.214073","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42637","75.216509","172.67.189.191","192.168.18.44","QUIC","68","Protected Payload (KP0)"
"42638","75.216509","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42639","75.220872","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42640","75.220872","172.67.189.191","192.168.18.44","QUIC","69","Protected Payload (KP0)"
"42641","75.220872","172.67.189.191","192.168.18.44","QUIC","79","Protected Payload (KP0)"
"42642","75.221149","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42643","75.221163","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42644","75.221163","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42645","75.221163","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42646","75.221163","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42647","75.221247","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42648","75.221276","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42649","75.221303","192.168.18.44","172.67.189.191","QUIC","90","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42650","75.221417","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42651","75.221447","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42652","75.221472","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42653","75.225548","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42654","75.231197","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42655","75.236901","192.168.18.44","172.67.189.191","QUIC","87","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42656","75.238117","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42657","75.238117","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42658","75.245135","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42659","75.245135","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42660","75.245135","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42661","75.245416","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42662","75.246438","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42663","75.247963","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42664","75.247963","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42665","75.250881","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42666","75.252430","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42667","75.252716","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42668","75.255992","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42669","75.257783","192.168.18.44","192.168.18.1","TCP","66","40867  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"42670","75.258109","192.168.18.44","192.168.18.1","TCP","66","64214  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"42671","75.258497","192.168.18.44","192.168.18.1","TCP","66","13275  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"42672","75.258853","192.168.18.44","192.168.18.1","TCP","66","50332  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"42673","75.259459","192.168.18.44","159.89.230.90","TCP","66","1285  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"42674","75.261785","192.168.18.44","172.67.189.191","QUIC","1146","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42675","75.262390","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42676","75.262390","192.168.18.1","192.168.18.44","TCP","66","53  >  40867 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=4"
"42677","75.262390","192.168.18.1","192.168.18.44","TCP","66","53  >  64214 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=4"
"42678","75.262390","192.168.18.1","192.168.18.44","TCP","66","53  >  13275 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=4"
"42679","75.262390","192.168.18.1","192.168.18.44","TCP","60","53  >  50332 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"42680","75.262418","192.168.18.44","172.67.189.191","QUIC","1134","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42681","75.262560","192.168.18.44","192.168.18.1","TCP","54","40867  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"42682","75.262584","192.168.18.44","192.168.18.1","TCP","54","64214  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"42683","75.262594","192.168.18.44","192.168.18.1","TCP","54","13275  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"42684","75.262602","192.168.18.44","192.168.18.1","TCP","54","50332  >  53 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"42685","75.262737","192.168.18.44","172.67.189.191","QUIC","1133","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42686","75.262922","192.168.18.44","172.67.189.191","QUIC","1137","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42687","75.263070","192.168.18.44","172.67.189.191","QUIC","1139","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42688","75.263349","192.168.18.44","192.168.18.1","TCP","56","64214  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 42689]"
"42689","75.263395","192.168.18.44","192.168.18.1","DNS","90","Standard query 0x689e A ew.ileacringes.com"
"42690","75.263469","192.168.18.44","192.168.18.1","TCP","56","40867  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 42691]"
"42691","75.263522","192.168.18.44","192.168.18.1","DNS","90","Standard query 0x8eee HTTPS ew.ileacringes.com"
"42692","75.263638","192.168.18.44","192.168.18.1","TCP","56","13275  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 42693]"
"42693","75.263674","192.168.18.44","192.168.18.1","DNS","103","Standard query 0x51cf HTTPS content-autofill.googleapis.com"
"42694","75.263785","192.168.18.44","192.168.18.1","TCP","56","50332  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=2 [TCP PDU reassembled in 42695]"
"42695","75.263829","192.168.18.44","192.168.18.1","DNS","103","Standard query 0xd99c A content-autofill.googleapis.com"
"42696","75.264525","192.168.18.44","172.67.189.191","QUIC","1142","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42697","75.264714","192.168.18.44","172.67.189.191","QUIC","1133","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42698","75.264723","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42699","75.264723","172.67.189.191","192.168.18.44","QUIC","69","Protected Payload (KP0)"
"42700","75.264723","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42701","75.264723","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42702","75.264723","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42703","75.264723","172.67.189.191","192.168.18.44","QUIC","1020","Protected Payload (KP0)"
"42704","75.264854","192.168.18.44","172.67.189.191","QUIC","1132","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42705","75.264994","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42706","75.265099","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42707","75.265136","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42708","75.265167","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42709","75.265198","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42710","75.265932","192.168.18.44","172.67.189.191","QUIC","1054","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42711","75.267134","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.52? Tell 192.168.18.1"
"42712","75.267171","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.81? Tell 192.168.18.1"
"42713","75.268363","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42714","75.268449","192.168.18.1","192.168.18.44","TCP","60","53  >  64214 [ACK] Seq=1 Ack=3 Win=29200 Len=0"
"42715","75.268681","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42716","75.270999","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42717","75.270999","192.168.18.1","192.168.18.44","TCP","60","53  >  64214 [ACK] Seq=1 Ack=39 Win=29200 Len=0"
"42718","75.276004","192.168.18.1","192.168.18.44","TCP","60","53  >  40867 [ACK] Seq=1 Ack=3 Win=29200 Len=0"
"42719","75.277804","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42720","75.278036","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42721","75.280981","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42722","75.281361","192.168.18.1","192.168.18.44","TCP","60","53  >  40867 [ACK] Seq=1 Ack=39 Win=29200 Len=0"
"42723","75.285959","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42724","75.287968","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42725","75.287968","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42726","75.287968","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42727","75.288140","192.168.18.1","192.168.18.44","TCP","60","53  >  13275 [ACK] Seq=1 Ack=3 Win=29200 Len=0"
"42728","75.288214","192.168.18.44","172.67.189.191","QUIC","86","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42729","75.289377","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42730","75.290873","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42731","75.292144","172.67.189.191","192.168.18.44","QUIC","68","Protected Payload (KP0)"
"42732","75.292144","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42733","75.292144","172.67.189.191","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"42734","75.292144","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42735","75.294661","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42736","75.296094","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42737","75.296320","192.168.18.44","172.67.189.191","QUIC","88","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42738","75.296532","192.168.18.1","192.168.18.44","TCP","60","53  >  50332 [ACK] Seq=1 Ack=3 Win=29200 Len=0"
"42739","75.296532","172.67.189.191","192.168.18.44","QUIC","989","Protected Payload (KP0)"
"42740","75.296532","172.67.189.191","192.168.18.44","QUIC","289","Protected Payload (KP0)"
"42741","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42742","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42743","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42744","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42745","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42746","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42747","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42748","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42749","75.296532","172.67.189.191","192.168.18.44","QUIC","1242","Protected Payload (KP0)"
"42750","75.296532","172.67.189.191","192.168.18.44","QUIC","377","Protected Payload (KP0)"
"42751","75.296792","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42752","75.296874","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42753","75.296969","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42754","75.297007","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42755","75.297044","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42756","75.297076","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42757","75.297237","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42758","75.297273","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42759","75.297340","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42760","75.297381","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42761","75.297421","192.168.18.44","172.67.189.191","QUIC","89","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42762","75.297461","192.168.18.44","172.67.189.191","QUIC","87","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42763","75.298213","172.67.189.191","192.168.18.44","QUIC","888","Protected Payload (KP0)"
"42764","75.298213","192.168.18.1","192.168.18.44","TCP","60","53  >  13275 [ACK] Seq=1 Ack=52 Win=29200 Len=0"
"42765","75.299080","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42766","75.304996","192.168.18.44","172.67.189.191","QUIC","87","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42767","75.306563","192.168.18.44","172.67.189.191","QUIC","1067","Protected Payload (KP0), DCID=010e40d62a11e1c8950da6d66312a4c895d50b4e"
"42768","75.307181","172.67.189.191","192.168.18.44","QUIC","111","Protected Payload (KP0)"
"42769","75.307181","192.168.18.1","192.168.18.44","TCP","60","53  >  50332 [ACK] Seq=1 Ack=52 Win=29200 Len=0"
"42770","75.307181","172.67.189.191","192.168.18.44","QUIC","674","Protected Payload (KP0)"
